119,0 20,45762242653639 20,46274207974717 20,47577349391607 20,483116924218066 20,489872079486855 20,487599564827846 20,491915874576044 20,494764810392002 20,495727840450336 20,4961164751641 20,504672748826334 20,515877950220503 20,530616375249664 20,538835884123102 20,54681339116295 20,559216543512864 20,570196109944156 20,574782775743216 20,57622499890825 20,586907008648975 20,58886621431185 20,58918716167458 20,59052550244354 20,595911736826764 20,59439137162532 20,591490038008363 20,595768031336757 20,593580768676002 20,59018376161509 20,587459858018544 20,58944852098294 20,582230349532942 20,574401017023504 20,57438488572439 20,56588247261019 20,554444903794014 20,54425676300492 20,53772580297687 20,526371341704785 20,513429663388838 20,506182074397323 20,49982037743053 20,501670149816448 20,501751816945916 20,494991417957483 20,496414996247537 20,49347728225823 20,48465893816988 20,477053825065102 20,46539097013627
120,0 20,484928170019014 20,48651494292981 20,488143481185865 20,49174980845445 20,49701441258604 20,504931085503134 20,507850906321792 20,50511120990285 20,495851848119024 20,491569207225808 20,493478545031085 20,501123855360845 20,500221547624626 20,506143036541904 20,513178110238897 20,52117274175034 20,523826161681036 20,52654165317396 20,53017643499324 20,534144172812713 20,53521792523953 20,53306913125278 20,53682483305444 20,538253863076484 20,537214365241905 20,534907379352347 20,53861520131208 20,537573512625062 20,53350279763431 20,534704525754606 20,533923869839334 20,53208173004435 20,527720019660244 20,525899845720808 20,5223425973861 20,517327713296073 20,512525996244648 20,5032401497214 20,5032738661724 20,50188286263899 20,495801336564234 20,499148833713488 20,506404643983153 20,512983290680854 20,513451706352228 20,50738815875005 20,500126540819593 20,495368856614483 20,493805242154966 20,491839142821554
121,0 20,518277794121715 20,513947699191228 20,50542150576638 20,50514966063953 20,509287737909688 20,521417901364234 20,521806389749873 20,513195304921577 20,502545392989294 20,4950178912219 20,489264043584413 20,483006484440565 20,47747128180309 20,47762680321061 20,483091148900858 20,482116291884168 20,480537243028504 20,48249001883326 20,487901954080915 20,482869431686495 20,483399051948716 20,485625633888187 20,48599472495839 20,483084909843644 20,483784507656708 20,48723386683569 20,482503196801776 20,48379644610283 20,485104293206582 20,484936219969562 20,481435273641537 20,483784745205337 20,486368075671727 20,479537592235708 20,48078072746432 20,483156072865718 20,480838673058127 20,478576438052546 20,482023436075345 20,489862474033455 20,495459015214042 20,504763235546964 20,51348174579828 20,522196334261697 20,529721557850646 20,520592354351574 20,512232465883315 20,51217283692263 20,514113255034143 20,52349059411464
122,0 20,543894007946836 20,53725426100581 20,52809303165237 20,521628696992515 20,526111058041558 20,527252199543668 20,526273151046126 20,517238760261453 20,509135629676948 20,497014824058564 20,481368064900053 20,462014214011543 20,455490260459776 20,44896822832603 20,443840218799554 20,437893564337063 20,435478014123632 20,43603182851446 20,433096888123885 20,430446381123808 20,427960010735475 20,43143201187286 20,427341272583416 20,425189404970222 20,426667814454003 20,428057293132245 20,425107457240294 20,42476311853324 20,430046449597604 20,427596805667378 20,428183512989566 20,430441891692293 20,433259153424828 20,434256355679175 20,435543554534874 20,44084542411598 20,444810763412576 20,454340031074093 20,460464888922996 20,472868016108965 20,49459527200626 20,507336440971514 20,518070443513256 20,52760553179986 20,531362125331686 20,53255908994419 20,52967789492468 20,530255285704705 20,53892540943277 20,546950823701412
123,0 20,55580829076705 20,554803783049085 20,549894379285753 20,543130177295335 20,53731904527613 20,527422040899932 20,521012251920332 20,517896649988348 20,508793817094773 20,492038280528398 20,467129768195544 20,446945999017174 20,430545796888754 20,417763425732232 20,400826198520882 20,393412784693307 20,389796020358197 20,38422696868663 20,37566087201036 20,375746187371497 20,373936481840335 20,368889253199686 20,367037122646146 20,367186680475662 20,366477521601123 20,3627061498184 20,366798220576758 20,366849581029715 20,36652525537422 20,369438550706242 20,37361765622646 20,374876449323803 20,3760568228615 20,386427490686142 20,39038382407161 20,394740076047405 20,409326989029775 20,42440681999241 20,440314119474742 20,459049704731438 20,48324030928353 20,504068825444296 20,517676276282657 20,524856639189412 20,52707623951553 20,5379445589231 20,546568305097356 20,551329704901043 20,559887171214836 20,560395248016217
124,0 20,566325665259097 20,56964003449801 20,570634602487484 20,56556238381024 20,546076346592763 20,530906494753133 20,519097202823776 20,514827691223022 20,503044915541505 20,481958691734054 20,45797214165227 20,437135564852298 20,41065335679807 20,386734885150627 20,36834092121793 20,355877337837292 20,3466650547755 20,33480975678593 20,329370216471354 20,32484618392749 20,32264585102189 20,314086139568165 20,313904629417667 20,314159895746194 20,310105324163537 20,308928333319482 20,311515661615054 20,314268837611667 20,311022540872386 20,317547574482376 20,322017254645292 20,324517914567565 20,330240473080007 20,33839684906835 20,349676447577295 20,36008150904141 20,377851402713468 20,39793196585268 20,424858951930045 20,451348758483096 20,470838295031907 20,496130558719184 20,513009460183408 20,51952000393756 20,530052304125466 20,542580766543804 20,56123509644043 20,575416380302848 20,575378098472967 20,57357026271355
125,0 20,58365217134817 20,584561895386802 20,587703376627502 20,57845756373434 20,559257344489875 20,539200514469414 20,524486328198147 20,507644517013635 20,491469393765158 20,471260514312334 20,45271670084836 20,42500974085548 20,39444667262517 20,36225636978952 20,342889839184682 20,323137393341103 20,30425797237604 20,292694141197778 20,286744752876928 20,278131426946317 20,269821445677085 20,26838098630852 20,264363519432155 20,261139797657922 20,259097399967082 20,26136067373893 20,259430030397176 20,2606750992798 20,265640373722853 20,267360437870522 20,271731024219445 20,279227388013634 20,289094571513044 20,295244149513433 20,310999652480294 20,333273207705307 20,35086691047978 20,378672752095284 20,410856680776426 20,440415016209645 20,464148479809612 20,4834420946986 20,502048058266094 20,51869437078831 20,536822803915662 20,55361104723898 20,573856449463406 20,59008830465442 20,59082786236321 20,590044053972406
126,0 20,601451939918295 20,599467194205108 20,593548945607967 20,581737089831016 20,570229076298116 20,55006699418285 20,527023602770207 20,49916184387081 20,475450184543064 20,459746473718983 20,43866316070445 20,408282694647934 20,37545541723493 20,345435390165218 20,315679866082082 20,289265472830863 20,26567620079335 20,252977668518756 20,24011654429417 20,229518553854717 20,219807889657478 20,218699714979966 20,212932353127606 20,206757607633133 20,208629208834083 20,20830084805011 20,20719083554948 20,20742080725439 20,215651952005366 20,216846577702103 20,22169401827887 20,23337180186589 20,243442398937127 20,257439288860258 20,275376302608993 20,30151323186958 20,32956942997053 20,361040740638163 20,392830374630485 20,42285200925255 20,452121485055642 20,46845859659684 20,488104485757685 20,51735712542601 20,541352594205428 20,565665748280043 20,581471598035165 20,591212061422507 20,603121567039132 20,605795507459526
127,0 20,613647733632742 20,60863342640872 20,59253878675051 20,582618479241134 20,57256078684772 20,556212217312428 20,524044494397337 20,492281166559398 20,463976924597784 20,442610312382488 20,415798266548695 20,388263854751962 20,357570354102457 20,328194956100077 20,290302750564642 20,25752097402185 20,234935338673225 20,213188299562084 20,194764135263977 20,18166563274431 20,175763946073957 20,165447671335905 20,160958956222775 20,157971095635318 20,15638840830522 20,154176135522878 20,15588256608245 20,159601588736347 20,16044973197236 20,16870241423538 20,176533746408026 20,18635872098834 20,20037848744167 20,222599606156137 20,245669190180966 20,270990192680085 20,310112050602143 20,342846159201596 20,372437970335586 20,40284638966001 20,428923114357993 20,454389909832763 20,47982939900419 20,51067091669542 20,543650257982133 20,569020223230012 20,582177664016225 20,59122767278566 20,60606569674382 20,616617634172567
128,0 20,616471588695617 20,60844698495992 20,595264310834352 20,58301761470526 20,56904614580123 20,549757875452613 20,520826864438824 20,488649304053467 20,458187537881088 20,42231473082963 20,393090932105302 20,367267838424752 20,341739685556224 20,306417256564046 20,270673997995917 20,235708536502955 20,207421187282048 20,178339560552395 20,15634916633301 20,14195750009247 20,13170915091839 20,119346685540755 20,11341131868815 20,113330138210014 20,10705663075385 20,1062696334118 20,109246692981507 20,113052077791323 20,11365311961973 20,123460933811057 20,135789053205553 20,14556429803559 20,166073099136014 20,190954368937287 20,22031680952431 20,252685921616667 20,288057623662485 20,323713250648353 20,3538878913367 20,380877456485518 20,406072329474362 20,441177575220685 20,476237216562946 20,50573990743959 20,53963045848566 20,562272336683925 20,579129266939358 20,59491052405768 20,60495714677453 20,617965257690525
129,0 20,606817136898336 20,603951203402918 20,598776268738337 20,582281362074674 20,561414084700527 20,536221670408864 20,515751247917347 20,487134216886126 20,44999874775571 20,408651857731538 20,375218824432135 20,34826414641279 20,320507669238992 20,286056178128252 20,25413937583791 20,22118146321083 20,182213786850532 20,15165677280567 20,12686201001557 20,108440704937742 20,089471107524712 20,081329882768507 20,07341685235064 20,067688034185444 20,06501712710389 20,06475230915655 20,06648356612923 20,06767674883701 20,07688407547007 20,083438338634824 20,096593112315976 20,115725385322058 20,138348764508738 20,165473318132662 20,199862990868272 20,239073671236607 20,268356636287276 20,302428099816524 20,33471222665356 20,3599132454491 20,39258851212578 20,429730387845822 20,46995607933374 20,504577190292817 20,52780939028156 20,551168776704472 20,575220332458596 20,5946872199798 20,605665229104776 20,60918852688036
130,0 20,59275477928593 20,59712116387583 20,593506983841905 20,577782902413453 20,550959637654785 20,526433984589076 20,505084121328206 20,479472326685997 20,439687313016947 20,40246179496491 20,364028942858404 20,33009325094126 20,295747186426045 20,2687967170368 20,238148837779818 20,20389078848817 20,16492036768818 20,131621352149256 20,104033140353412 20,07687380068134 20,05707761706338 20,045794319688273 20,036982835896254 20,026343195655876 20,026756497524307 20,026543953263015 20,02551897762344 20,029980714834963 20,04049658608173 20,050265092392774 20,063981041764123 20,090568867463357 20,116133365727254 20,147519025021893 20,184484773804837 20,219847379369792 20,25329789689528 20,281212298994546 20,311909588243857 20,346015156895664 20,384412716993634 20,421893392535562 20,460098217010295 20,495343433251367 20,516382161293052 20,541011123055778 20,567862396117537 20,587667018543588 20,600299221633907 20,597388359851223
131,0 20,58374488910841 20,583037131785858 20,577131412014428 20,56352421026245 20,541313131665877 20,51851942433103 20,49024436000873 20,460564141212867 20,430482151542982 20,39561017007084 20,35618148083126 20,31219406229977 20,276554767073836 20,248989115773956 20,219053338562592 20,18311259587551 20,151927590222567 20,116051040982054 20,081901390170877 20,05103615860524 20,031301543025613 20,01218152854939 19,999555494884824 19,993002384676437 19,988214618492375 19,987663798472823 19,988677512586715 19,99682989944575 20,00374639194265 20,020337343084464 20,0409521165392 20,065232869617724 20,09834315727456 20,13387493192744 20,168029552504947 20,198854261087405 20,23411252288741 20,262131843507856 20,29210851862262 20,33552463098602 20,375728465604404 20,414315287494624 20,44711521406584 20,474869790295585 20,506711134892115 20,53183632088725 20,55413603752714 20,573202904770106 20,581757422943358 20,58622615050345
132,0 20,572373117089 20,563755172357837 20,553470531627433 20,541637688667354 20,530089351421214 20,506016931625048 20,474037759729928 20,441327863045398 20,417828165251567 20,3854263257916 20,345762139782106 20,30175817110553 20,264893633057568 20,228725122994494 20,196876905710493 20,166905749101556 20,137090468252623 20,10310494347317 20,06426596161443 20,035298720033317 20,008342061536172 19,9853641064758 19,96870761291244 19,963111706069668 19,954739213162735 19,95221789252908 19,958922294809256 19,9651448388604 19,976031030472377 19,995618503910812 20,022829155235193 20,048351410253336 20,084150280199598 20,120571255509702 20,15064843884409 20,18220696883534 20,211074698494958 20,24605330656449 20,283559396942795 20,323997289580642 20,366086117263436 20,402523884195535 20,430560027514407 20,45713934984419 20,491793216286933 20,519637146737107 20,536726631393364 20,549602771087816 20,55860787381887 20,570409327999734
133,0 20,550280171217526 20,545086631228866 20,53143265244127 20,52229594974518 20,511995120327732 20,490188806672542 20,46102219046021 20,432710940187743 20,402710719656213 20,373586545876073 20,336769525346458 20,301593045050726 20,259547614065887 20,21744285860555 20,18219304974435 20,156751094301764 20,12504679920807 20,09304347503311 20,060413645775057 20,028299385887475 19,995504413143973 19,970861360180166 19,953320034688232 19,938959598905164 19,93311826048436 19,93113513380972 19,936553461545895 19,944381320486684 19,96237410533662 19,983822998971686 20,010970130092872 20,04577835562286 20,077060033133222 20,108886947847395 20,140181999657667 20,16991924934737 20,198523348114097 20,23785938492677 20,28268728508709 20,318589003853887 20,356559889200035 20,38847973976991 20,417117797357818 20,449180389801406 20,475157221271314 20,502000297797693 20,518544841264376 20,525987612079092 20,539815578711707 20,54792346732419
134,0 20,523944574442456 20,524199540507464 20,51707651116763 20,506487844658498 20,489501555187903 20,473132092303306 20,453216183574423 20,42790437849225 20,392933160125462 20,36116246888023 20,3336317753012 20,301605370682577 20,259577496226676 20,217319229727817 20,180537657708232 20,14787624286299 20,118123478305655 20,088223928290713 20,0625994573647 20,026855439199764 19,994795630562155 19,967961769222754 19,946844548835116 19,927392418272877 19,92095611102867 19,92173198195373 19,92263365947655 19,937376879246976 19,95782319598751 19,982555648965302 20,010690162107675 20,046628423817936 20,075938525801785 20,102477268549322 20,134137816321832 20,162811430438573 20,19990951334415 20,23945803534447 20,280809579042963 20,319449751024738 20,347639177316776 20,37700692523057 20,41099938003848 20,441809943371528 20,4634487906702 20,48103420525856 20,498065722428382 20,511391179746504 20,52123218238963 20,52319242751031
135,0 20,500032492997587 20,500179644596223 20,502099487798745 20,48837806376296 20,469818467480362 20,455869159674155 20,443311196547576 20,41817885517714 20,387900953627838 20,354400211224334 20,329240777314773 20,29621533948187 20,26163810545344 20,223848935803968 20,184599001787756 20,1435125450773 20,113452240880417 20,088086449743102 20,059233829352703 20,029524057530168 19,99982090909258 19,970921996448133 19,943622183632765 19,927101776084907 19,915830943461987 19,91438057640462 19,920434240168543 19,93658899140625 19,95809755955029 19,98568574556945 20,017603006027855 20,044330692499603 20,074468245358936 20,101653210535154 20,128519796586225 20,16424209635439 20,205880133157944 20,244764807994798 20,27889310478498 20,31468692364968 20,341782674998562 20,371472460676042 20,404773749945736 20,42966201075874 20,450852822320158 20,462036532389764 20,477305067384215 20,496272596542767 20,49900583192753 20,499174382124014
136,0 20,48150423786348 20,481772215233207 20,479917359023187 20,471061700159485 20,458593923383457 20,44442000948916 20,428764045053356 20,409064704369058 20,385987949274885 20,35914196476508 20,324972116310327 20,295110203617817 20,267242851082145 20,23535635986047 20,194192291219228 20,154255917420585 20,119340441942178 20,09216234797384 20,061722799083217 20,03883235989246 20,012128232507656 19,982134934097317 19,95525913410969 19,938085537214892 19,925093285739425 19,920014624190667 19,932846602515625 19,946994325273998 19,969904644080387 19,998750750734395 20,027634012363688 20,05096243106006 20,077663494600547 20,107621183501422 20,136617852222617 20,177123074500955 20,216336462048826 20,252723442462678 20,283769362521156 20,30947301639946 20,34351293294613 20,3740739070197 20,397549569871394 20,419156332006075 20,435839071517353 20,451072440414215 20,463979547393663 20,47383134414459 20,47912833976349 20,479981312285386
137,0 20,474324455246524 20,4725782784389 20,463222370834202 20,461636117243838 20,456877745062933 20,442682339616752 20,422066606462394 20,40825952957054 20,392110123368674 20,36997791474348 20,33562862943514 20,3075268932388 20,281587944202165 20,252038761724556 20,217137596214 20,182044555584266 20,144179320968004 20,107612252467444 20,08289773046207 20,05889580198995 20,035499171516115 20,009631103883915 19,988216497262822 19,966733798026425 19,955060151865233 19,953308867739775 19,961217605917568 19,978079458353267 20,00032216844675 20,02555807496056 20,04723137107441 20,073528989228837 20,096791836299506 20,126767785974298 20,16643677237231 20,202313211943792 20,236992931853063 20,268671920990993 20,29694908920727 20,32234832840462 20,354635915402813 20,382746944898823 20,39989910267892 20,416169184367007 20,43074709656721 20,449447237224224 20,4593124718014 20,45892244217201 20,466999586955563 20,471282580255558
138,0 20,474949730160436 20,468901568933454 20,463064936386104 20,460572871400977 20,458171794281245 20,446472281226953 20,430603066038252 20,41590256787321 20,403000978721654 20,381306341448447 20,360234495427573 20,33117911156803 20,302331657400234 20,27357808204418 20,2485172941082 20,216646857269296 20,179235922175693 20,140859137259444 20,113819447230128 20,087883441930874 20,065643586692925 20,0487162805655 20,030075653798995 20,011450226903502 20,001522964361293 20,002846499049717 20,00518860439578 20,022047536671263 20,041410663634277 20,058383426910513 20,07851344254065 20,10294267948219 20,130018595384403 20,162223533904942 20,202652869623364 20,23519761418442 20,26421359704313 20,290999504431795 20,317533616205495 20,349768510783417 20,3721558156264 20,392799266173224 20,411192938678145 20,422444667506095 20,438933273421366 20,451504836425286 20,45767225514263 20,460979664388557 20,463394771236736 20,470208845117845
139,0 20,47371989239077 20,472321135342465 20,472729055639963 20,466407676381696 20,45904682362469 20,453372904521498 20,446426896802016 20,43086034015228 20,41325605530993 20,397955291918823 20,384134434159524 20,35985084739885 20,32833468962119 20,302338117918858 20,27906607188999 20,25088649522876 20,21779448080359 20,18645672764009 20,14972583513663 20,123103226867457 20,10272095509538 20,089317220606414 20,074613562215582 20,06541655534978 20,05898688417172 20,056367465441024 20,0623717559399 20,070687011638803 20,08336364952654 20,096356820957507 20,116297083719925 20,138088868107697 20,17125353781194 20,207647731108903 20,237145109415348 20,269230122502602 20,294111863406457 20,318120207459202 20,347097034916573 20,37510445711605 20,393221336344805 20,40649526689683 20,42326072491604 20,43859286471458 20,45064608954936 20,455116470742183 20,460489253592286 20,46957707164067 20,470082676211756 20,471117212133542
140,0 20,478665366032196 20,484749370347693 20,485252229316977 20,479156059447476 20,468947857088438 20,46666194044117 20,463105388119352 20,45158682999721 20,432775010693046 20,422788439825524 20,40717744178672 20,39023291379149 20,365828618581304 20,340663124893528 20,313211840495402 20,288639863682437 20,26457560791871 20,235861313464888 20,200642844561226 20,171042925090475 20,152481989247843 20,136593545848573 20,130371442408407 20,128864537067628 20,1268343985134 20,123674422033172 20,128859515463446 20,12967590648646 20,133113043974657 20,146872276960696 20,163562193706195 20,18940739164634 20,222553239849745 20,255488045294985 20,28036592249854 20,305328444087266 20,330712689158865 20,3564581843606 20,38319582685607 20,400057782654304 20,417744403288527 20,430067350098092 20,44182489873859 20,459454784037554 20,46411446127085 20,467047297097594 20,473713875020874 20,479759812155596 20,484794818064728 20,47930797507993
141,0 20,49943800028364 20,5000749371431 20,499113580017926 20,495592267471455 20,491362408752135 20,485512444682826 20,47964356310327 20,472991818918132 20,46460868056371 20,4497415713103 20,43454105226365 20,420553591210147 20,407989188146452 20,383064094523405 20,355149798916145 20,332311397112026 20,313216824588935 20,286124659301592 20,26192554156149 20,233732311893426 20,211285926278308 20,197667821577404 20,196358219593854 20,19842222567801 20,20056043404291 20,2034201753576 20,19884687694099 20,19716291727568 20,197101390754924 20,20658530599997 20,22425707384421 20,25261884873844 20,279421522403076 20,302837941171852 20,328878841432847 20,347313204219574 20,373276648979157 20,400739547735313 20,417418530323932 20,430673051000905 20,44408717199976 20,45922797252548 20,470343053949136 20,47674148583729 20,482165514249317 20,48823457819074 20,493201586032942 20,49534976852971 20,49840194835566 20,498276805284075
142,0 20,518888014910623 20,51194104596584 20,508737240957146 20,509071598780633 20,51022931163761 20,501841307194223 20,492823121037354 20,48970611349116 20,488180802486117 20,472835735650154 20,459231874545218 20,44745676866275 20,436412875171342 20,418558262215164 20,396585362099724 20,374124193976037 20,351333233870843 20,333211185603627 20,315712565657222 20,296179589904934 20,272671642708485 20,26362481679551 20,2604446236373 20,263181528905697 20,269429149003276 20,272575749740835 20,265627106327585 20,261340421336406 20,26365146738277 20,268319933666778 20,288370171803177 20,30995085860321 20,328668007346867 20,346661361882447 20,367129523333972 20,389968435903363 20,412187564589715 20,43207265256357 20,44406543082047 20,457147142616428 20,467653929059455 20,48148771832355 20,49149217297343 20,48980934343139 20,497634635367255 20,50567522562926 20,507815247698296 20,50871017885468 20,50694803801925 20,514481327094536
143,0 20,518822031576075 20,51705008263097 20,512218381917343 20,513899491939004 20,512836258427097 20,50869421795164 20,501801928568767 20,498501551481493 20,49255588549543 20,48808239291616 20,476932140528405 20,46636549094973 20,45123404088927 20,442428669194513 20,429521088134706 20,408162131785023 20,38533048745946 20,373201551020422 20,360158348513373 20,34862338311208 20,337723609931814 20,32758325386815 20,322045274956682 20,323315864310636 20,32825669455038 20,326640643878992 20,326846072064427 20,323292073793915 20,32551685291905 20,33443703968272 20,346582450201446 20,35731838427233 20,369474961905485 20,384520710952323 20,39931671527138 20,42407753919973 20,440550348131698 20,44876956509692 20,462435695655365 20,47302842697319 20,484476144127527 20,491292831316734 20,494704609008505 20,500393660510905 20,50412848353611 20,509118545374417 20,511574642516184 20,510818490780196 20,512472469337293 20,515172325379915
144,0 20,507607295465533 20,511771963216336 20,512343388513347 20,508825461242402 20,505060849134363 20,505967702772914 20,506242121634354 20,498949769396226 20,491412350750398 20,492443172922904 20,4892893389868 20,47741979321737 20,46631725571944 20,459277547620726 20,452534533542806 20,438620548084636 20,425402845819363 20,411530534089284 20,404680325546998 20,40105801468712 20,403569785733456 20,39584574138127 20,389974871438866 20,38725057535006 20,38344977088244 20,382783643325244 20,386637123325293 20,39067100737489 20,393511456576285 20,40340449919651 20,403444856812047 20,404859269134214 20,411127188893122 20,420874574523015 20,436306142095084 20,448867660117138 20,458755294979053 20,4649437924229 20,474077765131963 20,483984145411384 20,491831020810388 20,492060071041816 20,49275746747674 20,502549712551204 20,503791657393577 20,502590460094556 20,504660583408278 20,506296982737396 20,510319298435576 20,505169069718946
145,0 20,496489663424303 20,497868192650706 20,50316028413094 20,497804310888956 20,495279209932495 20,497327699398248 20,499931660451697 20,49480709567198 20,492576144535352 20,489856599451173 20,491533688982557 20,48608295742749 20,482286849646716 20,474456231059815 20,468820086761266 20,46854770675551 20,465355520868535 20,456044289372397 20,453526065923008 20,459704795996362 20,464370035420192 20,468185373531668 20,463800058083642 20,454382072325476 20,445024417728114 20,446391114594583 20,45054844700782 20,46110480401295 20,46956703326976 20,46776409837074 20,46306875367947 20,457729212681606 20,45672150978859 20,46182450244523 20,470729380302068 20,470103135436865 20,472477854012954 20,48105225125603 20,483653085429907 20,489881717496722 20,489609712255287 20,489218614767044 20,493006351077035 20,493600557678153 20,49609603286635 20,49287532247385 20,49183459742352 20,497106829637822 20,49528618385592 20,49272108089467
146,0 20,484141943510824 20,4828615603823 20,482421047174004 20,485158164754218 20,485877762518065 20,485930758852582 20,48500681264562 20,489884837949795 20,49143952491136 20,488388298785203 20,486882726142596 20,494094550651493 20,49440305856292 20,49092164370306 20,489000739026974 20,49631127427178 20,501377567851897 20,506981694183857 20,510809101161364 20,51947795282563 20,5263455761301 20,536587774339846 20,53630822184691 20,524895616279665 20,518132582172843 20,51614258370625 20,522540761504146 20,53275662100866 20,540185273497496 20,531680652095858 20,524226713825602 20,51571991200479 20,508530557029243 20,50621610129041 20,49833271713037 20,493325333695076 20,490403183121675 20,49223659722034 20,494196153699043 20,489342048901268 20,485329532861837 20,487325409459412 20,488610549843717 20,48296015703186 20,481273239513765 20,48169989744848 20,480247253517714 20,47915070104393 20,47577172707377 20,47855039690988
147,0 20,472096758716074 20,47073069095682 20,466286812580073 20,473285663321697 20,478144653794423 20,4765138709231 20,476948125522732 20,485244884860446 20,489770138934965 20,491703367193516 20,492221931962277 20,50071864983697 20,507347144491998 20,513099222499278 20,520775216960097 20,527552650817828 20,542555477489238 20,562081698642178 20,577380289106937 20,58433353204537 20,596745586626945 20,603214209518427 20,6068694721026 20,6057593320876 20,602716211982973 20,599946573914504 20,60483838201254 20,608617346183962 20,6051703908512 20,60207630566174 20,590832213401505 20,58070309579294 20,569283261791654 20,551652376638344 20,532747130947328 20,52316428690692 20,516468442112675 20,507588585145047 20,503460986145658 20,493100913990908 20,489263503420887 20,488201327163765 20,482126430252166 20,47802368155728 20,470887732604734 20,471787860288636 20,471225415749455 20,462193618882083 20,463183463916653 20,464754285716275
148,0 20,46397834006362 20,46291537557095 20,464964328017516 20,466181971786558 20,471492253936557 20,474719574231433 20,480762189643595 20,483829224813284 20,49166395510286 20,499894878280088 20,509235238403566 20,511779995859403 20,5248794297771 20,541757707990875 20,557444538355046 20,57041308282259 20,59246935838359 20,61888664565109 20,642971669511528 20,658380999461492 20,66853889288862 20,67315796066704 20,6796722608163 20,69125467462351 20,6941606867286 20,69596956091287 20,692563458154584 20,684962156394068 20,675665004179226 20,672104371196237 20,66349070863724 20,64985337467413 20,630211364088463 20,601197896289406 20,579432682709946 20,560604079689508 20,5462803495589 20,531378808330924 20,513886878891032 20,507395936795806 20,501183999896366 20,49128925580702 20,482745441496583 20,477248493609256 20,472545178538432 20,466913781138686 20,462398185717646 20,458982439307384 20,457887692849248 20,456140360775745
149,0 20,458043859373213 20,460782552206354 20,466727855125658 20,46539428198786 20,466619795311704 20,477576806088887 20,485066324548207 20,487974652269262 20,49560244452013 20,509585398118922 20,522147843011837 20,530946239013872 20,545204321749836 20,568406626099176 20,59074751388605 20,6182900354069 20,643647716837478 20,67094416743971 20,698460749902413 20,724504953583548 20,732526826098514 20,741008179563153 20,75240855242279 20,76649704754944 20,780379869554633 20,783943964134146 20,772837481861696 20,756186965021392 20,746528037406602 20,734668104836814 20,72832007411148 20,71035138901863 20,680834642616652 20,653265965110535 20,626497015353184 20,59956669839621 20,57420413271021 20,55266947040675 20,53231972171335 20,522483824802634 20,510968042901446 20,496481382068918 20,48742006615561 20,479265509688222 20,47605395283159 20,46570211107059 20,4576506653461 20,46080531195978 20,455587210539573 20,45225137410263
150,0 20,454877207991668 20,459180521922676 20,461170170884987 20,464533117400652 20,466775331817555 20,47527204393355 20,48276578531662 20,492210894107075 20,500412233769694 20,513575407842644 20,52700478316301 20,54866118387259 20,56621817848295 20,587989629527822 20,620141818749588 20,656449385797966 20,687377402618438 20,71380388743983 20,742032836694822 20,76620695180357 20,785389309806035 20,800182499846105 20,815983757642293 20,829613978344685 20,84621347660031 20,848041966958572 20,836689295905963 20,820869829140236 20,80492092762766 20,789785422489373 20,773142274670793 20,751115601432787 20,722654163101534 20,696763045642 20,66474710176389 20,63166887122047 20,597597276045963 20,56863092253592 20,552481562577153 20,530775184488867 20,513374216976704 20,501057002405492 20,48910316618506 20,48112704976309 20,471188308725587 20,463580102712164 20,45862959109492 20,454396831472252 20,452254709238947 20,449005210767798
151,0 20,45396783145785 20,452052681208684 20,45214661703272 20,45859571181603 20,466913386865443 20,467648126792582 20,476602517029775 20,490247978724383 20,503187341205123 20,512232814042594 20,531368132467975 20,55672225408272 20,58343715618174 20,60824724060307 20,64481318499271 20,681899983180188 20,718609497766806 20,74847910147418 20,772778738745103 20,793722166892614 20,82444469604304 20,849419672145764 20,8674926449081 20,883538810029286 20,889196738653695 20,89005522469311 20,88566556066735 20,87463701916981 20,853324267339783 20,833145757779626 20,803292089008547 20,777028881220602 20,75652903778002 20,72655558262775 20,69311276030062 20,65478779379453 20,617462995804505 20,5868534603876 20,56185939330124 20,535379358281077 20,513390345750135 20,500179543293232 20,487902730651744 20,476162569770764 20,46280659841462 20,458553152544447 20,45546237115918 20,444841407520247 20,44374427059525 20,443838732280767
152,0 20,447967297767104 20,44423107415096 20,4458119680579 20,451584901373263 20,45917281772755 20,463608374693216 20,47166143347961 20,48490193331514 20,500419218741534 20,515621639340736 20,53775432578574 20,56259595222225 20,596224850141674 20,63391002891881 20,66680331918757 20,70306694743518 20,740460373305954 20,774525454661777 20,79722713736459 20,82434628727232 20,854921147341337 20,888584527458704 20,912220481109806 20,924584714044954 20,923173900565782 20,922945189988695 20,924317140307398 20,91575411317936 20,89732733474603 20,864926036985707 20,831937038943195 20,803280505368495 20,779424639912456 20,749269712941825 20,71393064061995 20,6751907508097 20,6393130411571 20,60612849265666 20,5671303558679 20,540506598239137 20,51724372747489 20,497433132067048 20,484180245922044 20,467608840348216 20,458717837276478 20,45188963444309 20,444485972475942 20,439858379620382 20,43415402599801 20,43618986498439
