20,0 20,60141856064202 20,602894667647703 20,594436712844583 20,588140059666255 20,57412046409507 20,558846935842123 20,541663810402216 20,516681933246403 20,496627053913944 20,466761282849085 20,437355215912252 20,410687654248598 20,373932794584594 20,33840601013037 20,30935676792214 20,27359879707485 20,228940656473004 20,187560668509782 20,15810124901182 20,139948014644332 20,128796269870065 20,121298033884166 20,11589328287742 20,1120834234793 20,109771962667192 20,108963543083703 20,109669913267624 20,111900496363326 20,11571960370002 20,121452253319834 20,13018826518534 20,144521362943987 20,168508307708006 20,2047231426446 20,248730111170495 20,289372347656766 20,321811148684628 20,354661144786974 20,39164371827848 20,42367585056422 20,452129528782475 20,48245809204307 20,50773016448413 20,53069359530665 20,55220757068474 20,568676001349306 20,583658192881007 20,593969874354116 20,601502747117465 20,605042803406935
21,0 20,59204202775469 20,587068817223887 20,584877791950984 20,572175460285397 20,563447138092656 20,543705040397565 20,52767553256501 20,50416022124946 20,478265345645994 20,454485234191463 20,42070545681306 20,391005648006452 20,360786866953013 20,321295342511142 20,28593755592014 20,25556838276064 20,217236486289856 20,171620144308687 20,13102041866011 20,102716263728077 20,08545398745908 20,07503535225431 20,068345126535892 20,063939565977268 20,061343499449208 20,06045025605468 20,061260894380084 20,06385231357175 20,068543110534605 20,076348807328433 20,08967763814962 20,11240934067942 20,14741994964516 20,191364424696477 20,233699892891224 20,26790264076022 20,30103568838276 20,339176902094678 20,374290629364964 20,404417389952787 20,436740139236417 20,465791943833803 20,490888879637247 20,516025908119 20,535965710589863 20,554154481659953 20,56856888995056 20,579434050230194 20,586995646756222 20,590616288245563
22,0 20,57503292911404 20,572217409819256 20,567326252012265 20,558098721522533 20,54451958529086 20,530476032508677 20,507984878546136 20,48960745226327 20,461094156200268 20,435061461270873 20,406995133407346 20,371121853474268 20,34126963530657 20,307747373729637 20,2668871123815 20,23230282379731 20,20089609612058 20,16077177292309 20,11510148335356 20,075960813028164 20,049349435281826 20,033494530744463 20,02431919050937 20,01891776488371 20,01594966398506 20,0149751707984 20,015956424753618 20,019178978635477 20,02558966788248 20,03743072247064 20,058407006764483 20,091619880414893 20,134707101785136 20,177896859415466 20,213361971861282 20,246333113654124 20,28459715441824 20,321991862347947 20,35360625663201 20,386860610556006 20,419065943655053 20,44616305654294 20,473784761929746 20,497339577005615 20,517950819255024 20,53641137253784 20,55030208916777 20,561852223328465 20,568952863193758 20,57285497119222
23,0 20,553476684801225 20,555281130389808 20,54614000699128 20,54047356943255 20,524716920008142 20,511039532324883 20,490780629467586 20,46783797600228 20,4455898802618 20,414264615521013 20,388006816816713 20,355910435587504 20,319619794562616 20,28955004611042 20,253323780159068 20,212382139841974 20,179029873161973 20,146915407031535 20,105776120403263 20,06086260741665 20,023763782773013 19,999298424357406 19,985277550800035 19,977758785331545 19,974043358034457 19,972956379827668 19,97435507135906 19,979006905982516 19,98897620319382 20,007790883539815 20,03871252478653 20,08025337691315 20,123512978892666 20,15972336740165 20,192157384132983 20,229636202722826 20,268369763155388 20,301239010179497 20,334558716732268 20,368935555742393 20,39796432412103 20,426931249906737 20,453782776804843 20,47636931149747 20,498130662640754 20,51508556274779 20,529909269721852 20,540645132458383 20,548092583722237 20,551778041039302
24,0 20,53399070566111 20,53055999112741 20,526985596104197 20,515712668952272 20,506153934674494 20,486996261664306 20,471782113560064 20,446684965903902 20,424098909911127 20,397456160617338 20,36549726342038 20,338504772388042 20,30333899991003 20,267954302955804 20,23755701991775 20,19947995829186 20,159587416291956 20,127799640635775 20,095330103355135 20,05390957536402 20,01045056849021 19,975868208276463 19,95390869554339 19,94207091405247 19,93662404368633 19,93530380428934 19,937766794656422 19,945547911325413 19,961891350907987 19,990137720963816 20,029563083131126 20,07219182802066 20,108644723054905 20,14023439310072 20,176178617956797 20,215256439806375 20,249058837185444 20,28180715600647 20,317181241796664 20,347959242815836 20,377367882357696 20,406679171566854 20,431090409380737 20,45498151489267 20,475043935394222 20,49221050203329 20,506568596493423 20,516951743460663 20,5243930620836 20,52788433633499
25,0 20,510178637786613 20,506035438685664 20,502988448119876 20,49252885377156 20,481597440575733 20,46628705406732 20,44679717927507 20,4282176095963 20,40089492018328 20,378257142828254 20,347930421375576 20,316970852696233 20,288761026223245 20,251946336998614 20,2183804024842 20,187622450710972 20,148699748180608 20,11079449392016 20,08080114828945 20,04833215465328 20,007294415060297 19,965868994836075 19,93418635638888 19,915092567763757 19,90607431287629 19,904237167863695 19,90901879149575 19,922522235519676 19,94778558217509 19,984645511751502 20,02604344788275 20,062272231579197 20,092772717218537 20,12659849030147 20,165045548303397 20,19935199506888 20,231092711438254 20,266258371663877 20,298368997875166 20,327614957435518 20,35817762960011 20,384296654815987 20,409133653477532 20,431926419778726 20,450758023470776 20,468102780899436 20,481077201636722 20,491742663188724 20,498432205500634 20,5020150327356
26,0 20,482389817714104 20,483928920315563 20,475678599467198 20,470865552158642 20,45600378499841 20,44487644377818 20,42473927717863 20,406297168966837 20,383697491214978 20,356728227747304 20,333212292178693 20,300872183824215 20,2718478805385 20,242289326492045 20,205445582997196 20,174250698502807 20,143254279147957 20,104555480059144 20,06937886454561 20,04133203050111 20,009210326058668 19,969153216394766 19,93031012192356 19,902157970781154 19,887318534913057 19,884518441552622 19,893271058854967 19,914801344293465 19,948619915093904 19,988264779910228 20,023849066289692 20,053070161956118 20,084349418958958 20,121260726186 20,155533874769826 20,18596522065206 20,219802831381887 20,25254974119056 20,28124745182819 20,311707673496265 20,339165479708633 20,364021066917815 20,38857176891031 20,40870130755369 20,427817049062444 20,44319483516843 20,456039010431557 20,465749199869446 20,47219249663062 20,475508279622126
27,0 20,4605981767321 20,45916562741187 20,454724619942798 20,44657241831365 20,43731249305573 20,42192798043239 20,408735695273087 20,38670298024798 20,369049420557296 20,343472642158726 20,31861615688523 20,293753506637884 20,261537966311717 20,2348185752613 20,204283894496594 20,16901327963563 20,14048214054264 20,109555715508066 20,07213983443747 20,040246951273073 20,01425461296919 19,982884523236926 19,944636560329005 19,90983580707348 19,888373091688248 19,884260227246056 19,897836396042045 19,926751968492624 19,96373363433292 19,998182416130955 20,025957911109977 20,054401591064206 20,08898021607607 20,12259466663993 20,15147877236996 20,18302419484562 20,21545752931408 20,243293215041298 20,272353382394556 20,30036351279799 20,324592784060684 20,349461926899526 20,37053910042087 20,390020277935854 20,407291062105912 20,421250687079187 20,433369603486067 20,441860145545924 20,44805286941578 20,450913186582987
28,0 20,4437913883975 20,43927731397029 20,438306152588627 20,428698275251193 20,42190085041608 20,40815713400374 20,394759997977477 20,378548599013897 20,357827345252538 20,340092925218958 20,313847508850678 20,291875264897925 20,265976206484545 20,23598993491884 20,21161447511284 20,18095045862265 20,148659936341776 20,122910527644507 20,092518337664718 20,057367003003076 20,029197878207842 20,005603617257087 19,97628766171156 19,942995646865004 19,918410731665475 19,913334404629317 19,929673373979238 19,95990017185642 19,991424469831333 20,017192064005734 20,04253222152799 20,074109353989677 20,106404974585043 20,133535162215118 20,162033701472033 20,193054234401345 20,219670446524972 20,24624079724695 20,27362635090208 20,296740941675054 20,32034190902923 20,341705963628378 20,36034697756336 20,37838658713366 20,39267647547219 20,405928337536977 20,4158505879512 20,423836423146476 20,42895078290234 20,431607133022496
29,0 20,43018300910778 20,431095779012995 20,425434359887678 20,422250919046792 20,411468329197987 20,404578838619614 20,389081900565575 20,377923998694417 20,359639382138766 20,342313186306885 20,324020534163527 20,299742406676486 20,280640196581384 20,254747256482545 20,228629067997563 20,20647135701999 20,176788783175198 20,148514954951775 20,125515660109567 20,09623750942547 20,064410574237733 20,04106085592439 20,022369656497066 20,00086039342561 19,981970161038923 19,977524524464805 19,990494691913423 20,011814606969303 20,032037243511688 20,052898978890827 20,08060068913581 20,110876558581012 20,13609255454577 20,16107886465497 20,189633802681257 20,214635342786128 20,237977229620643 20,26340932662626 20,284982546204674 20,305976658747127 20,326595363435633 20,34361316533599 20,360882404724972 20,374949316741507 20,387791930370856 20,39853192827355 20,406987783042034 20,41369776299404 20,417906884342692 20,42017514065227
30,0 20,426946025330047 20,427643694817753 20,423369482874904 20,419836354522207 20,41283391663541 20,404367551791633 20,395621998960607 20,38177268812496 20,371616931221354 20,353512438996145 20,339981994829344 20,321406636659347 20,30107530476875 20,284301634722922 20,25975623820484 20,23833352786542 20,218115488018896 20,190465287130674 20,166758721430853 20,146511638013173 20,119631159438995 20,09398070145799 20,080564582379687 20,07539378826374 20,071641893216732 20,07018985434998 20,072550971509692 20,07731729925246 20,08722110818265 20,107600534525165 20,134169706023414 20,157078908290735 20,178384254438573 20,20370192209212 20,22679627561231 20,246685252226765 20,269077071562965 20,28880475093536 20,30648206944649 20,32524857416919 20,340377165971088 20,355517042451055 20,36892090758354 20,38024833086312 20,391012229003117 20,3990651321778 20,406421115805028 20,41133205784314 20,415021144466582 20,416672289369345
31,0 20,430226744812394 20,426331810339324 20,42723499039 20,42031079253267 20,41826653050334 20,408715866452354 20,40317778568028 20,39226391136518 20,381954153200358 20,371338546818794 20,355606926854687 20,344804984852647 20,326709452118138 20,3110021790322 20,29568743283748 20,273584904880114 20,25671818155918 20,238018821131252 20,21331946072119 20,194850063120235 20,17905982752847 20,159677096108812 20,148756986494313 20,154826376045968 20,166871750306623 20,169513946518332 20,160152695543832 20,150411979708814 20,153913190403774 20,170332171792023 20,18808823084419 20,20489160168178 20,226324019820762 20,24738152667503 20,26418058074896 20,283045958198734 20,300893382062455 20,31539637767241 20,331585648343587 20,345072401988425 20,35750762495129 20,36993569099848 20,37956173971069 20,389558233789902 20,397103653954744 20,404139624923193 20,409466710089355 20,413599204666358 20,416355725768458 20,4177079568921
32,0 20,42878778660952 20,42870602437489 20,42612985780503 20,424145601924668 20,41833631448204 20,415080743469154 20,40581868243878 20,401336495617365 20,38952039278035 20,38239510592065 20,37058134282529 20,358311259785456 20,348468767320412 20,331682117370462 20,319957713998566 20,30518475360591 20,286145373793428 20,273117723053105 20,256114097290567 20,236690973622412 20,227427321653284 20,223487688443196 20,221484393889437 20,23012436544954 20,245762239129593 20,250313013806434 20,2384032516241 20,224951052436612 20,22195936835592 20,225577579317566 20,232630878260053 20,247486952994855 20,26558516546321 20,279770136535998 20,295192093967966 20,311365526536854 20,323546943361897 20,337045417946143 20,349442474444857 20,359535138242133 20,370827704004252 20,379372265583385 20,388125249355248 20,395536683789572 20,40175284749312 20,407469030609892 20,411500665471156 20,415044621946812 20,417043924624085 20,418225609705555
33,0 20,425526296454162 20,427674852101198 20,423568441003304 20,423420454606816 20,41789467864826 20,414864288206953 20,408795910229777 20,40203875194196 20,396379716639455 20,385637873552533 20,37996472957768 20,36737102851668 20,358440805015857 20,348107200632114 20,333386591590816 20,32435635605544 20,309791084664063 20,29470883160701 20,28623771194152 20,274876584257154 20,2684702944271 20,277351362268586 20,290445824414782 20,298287784884696 20,303197374469146 20,30538332243106 20,30265807668369 20,295215724973893 20,28325417522381 20,271830059575816 20,271498723453636 20,28121919863181 20,29097789553705 20,30242376413066 20,316781883843277 20,32757982744858 20,338649589765563 20,350353937219047 20,358945706689205 20,36893669048173 20,377140888444544 20,384513340829916 20,39196890748161 20,39738940668843 20,40319985777842 20,407127199131732 20,41095078287561 20,413385213569214 20,415248342233234 20,41606438803761
34,0 20,426134609906892 20,423361801757203 20,424643929242706 20,420024674752543 20,420152327323148 20,413583320043287 20,412347398983584 20,404473805677082 20,400735393736852 20,39320164198377 20,385249549347506 20,379409921841653 20,36748411955659 20,361134313442733 20,349983651130813 20,33824341183504 20,33132211586989 20,318938229783996 20,311982776311304 20,314421473455976 20,318359631073303 20,33149346462965 20,352007921334124 20,36025392453773 20,354424022259856 20,35259193543449 20,359267997021107 20,358305339049497 20,34170061627221 20,323579483997722 20,31534026798685 20,312593322757394 20,315255621948953 20,325159258191615 20,334224685524823 20,342825586586965 20,353599223823466 20,361323510980412 20,369645304810682 20,37765840773386 20,383617047404712 20,390615789509013 20,39538661224467 20,400511597089306 20,404378619174587 20,407706292205642 20,410441370628842 20,412292586309093 20,413688446895645 20,414269996883714
